model,mae,rmse,r2,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std
gradient_boosting,1.8104371203113017,2.5582939195065664,0.9160100067218646,1.8045716091605815,0.02502187525769723,2.5767736052467383,0.04303285824631835,0.9138646112342492,0.003338644846353229
linear_regression,1.8325401393314795,2.5936345512645476,0.9136734797282808,1.8295218419635908,0.02732072057435249,2.617424072922561,0.048628045831569815,0.911116698585866,0.0037979603600258325
random_forest,1.9021071727196712,2.685879798681961,0.9074237009649361,1.880090885285562,0.02168601388684758,2.6697565666237324,0.035622393560806355,0.9075535563562213,0.0028059597989796518
